# This file was produced by samtools stats (1.20+htslib-1.20) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats /scratch/sballas/ISG5312FinalProject/results/03_alignment/bwa_align/SRR11392161.markdup.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	36530686	7fb199cf	1d509009
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	215790698	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	215790698
SN	is sorted:	1
SN	1st fragments:	107895349
SN	last fragments:	107895349
SN	reads mapped:	215278111
SN	reads mapped and paired:	215028934	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	512587
SN	reads properly paired:	211239926	# proper-pair bit set
SN	reads paired:	215790698	# paired-end technology bit set
SN	reads duplicated:	64626025	# PCR or optical duplicate bit set
SN	reads MQ0:	3377055	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	486043
SN	total length:	32047763024	# ignores clipping
SN	total first fragment length:	16031743343	# ignores clipping
SN	total last fragment length:	16016019681	# ignores clipping
SN	bases mapped:	31989900851	# ignores clipping
SN	bases mapped (cigar):	31724256837	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	9570133946
SN	mismatches:	106568879	# from NM fields
SN	error rate:	3.359224e-03	# mismatches / bases mapped (cigar)
SN	average length:	149
SN	average first fragment length:	149
SN	average last fragment length:	148
SN	maximum length:	151
SN	maximum first fragment length:	151
SN	maximum last fragment length:	151
SN	average quality:	36.1
SN	insert size average:	207.5
SN	insert size standard deviation:	58.8
SN	inward oriented pairs:	99687692
SN	outward oriented pairs:	6951659
SN	pairs with other orientation:	386081
SN	pairs on different chromosomes:	489035
SN	percentage of properly paired reads (%):	97.9
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	0	0	0	0	0	0	0	0	0	833520	0	0	0	0	0	0	0	0	0	0	0	0	0	1745042	0	0	0	0	0	0	0	0	0	0	0	105316787	0
FFQ	2	0	0	4938	0	0	0	0	0	0	0	0	872273	0	0	0	0	0	0	0	0	0	0	0	0	0	2156514	0	0	0	0	0	0	0	0	0	0	0	104861624	0
FFQ	3	0	0	2	0	0	0	0	0	0	0	0	789672	0	0	0	0	0	0	0	0	0	0	0	0	0	1957739	0	0	0	0	0	0	0	0	0	0	0	105147936	0
FFQ	4	0	0	0	0	0	0	0	0	0	0	0	723121	0	0	0	0	0	0	0	0	0	0	0	0	0	1871078	0	0	0	0	0	0	0	0	0	0	0	105301150	0
FFQ	5	0	0	4	0	0	0	0	0	0	0	0	654507	0	0	0	0	0	0	0	0	0	0	0	0	0	1653449	0	0	0	0	0	0	0	0	0	0	0	105587389	0
FFQ	6	0	0	219	0	0	0	0	0	0	0	0	616282	0	0	0	0	0	0	0	0	0	0	0	0	0	1606197	0	0	0	0	0	0	0	0	0	0	0	105672651	0
FFQ	7	0	0	0	0	0	0	0	0	0	0	0	718173	0	0	0	0	0	0	0	0	0	0	0	0	0	2093318	0	0	0	0	0	0	0	0	0	0	0	105083858	0
FFQ	8	0	0	50	0	0	0	0	0	0	0	0	745404	0	0	0	0	0	0	0	0	0	0	0	0	0	2213156	0	0	0	0	0	0	0	0	0	0	0	104936739	0
FFQ	9	0	0	0	0	0	0	0	0	0	0	0	612191	0	0	0	0	0	0	0	0	0	0	0	0	0	1712629	0	0	0	0	0	0	0	0	0	0	0	105570529	0
FFQ	10	0	0	38	0	0	0	0	0	0	0	0	822271	0	0	0	0	0	0	0	0	0	0	0	0	0	2459682	0	0	0	0	0	0	0	0	0	0	0	104613358	0
FFQ	11	0	0	0	0	0	0	0	0	0	0	0	616117	0	0	0	0	0	0	0	0	0	0	0	0	0	1731016	0	0	0	0	0	0	0	0	0	0	0	105548216	0
FFQ	12	0	0	0	0	0	0	0	0	0	0	0	682827	0	0	0	0	0	0	0	0	0	0	0	0	0	1939948	0	0	0	0	0	0	0	0	0	0	0	105272574	0
